District,Date,Rainfall
Burhanpur,01-07-2014,13.70129032
Burhanpur,01-08-2014,3.576451613
Burhanpur,01-09-2014,8.438333333
Burhanpur,01-10-2014,0.001290323
Burhanpur,01-11-2014,0.363666667
Burhanpur,01-12-2014,0.98516129
Burhanpur,01-01-2015,1.676451613
Burhanpur,01-02-2015,0.3575
Burhanpur,01-03-2015,2.174516129
Burhanpur,01-04-2015,1.076666667
Burhanpur,01-05-2015,0.270322581
Burhanpur,01-06-2015,3.958333333
Burhanpur,01-07-2015,4.213548387
Burhanpur,01-08-2015,11.06419355
Burhanpur,01-09-2015,5.086
Burhanpur,01-10-2015,0.22
Burhanpur,01-11-2015,0
Burhanpur,01-12-2015,0
Burhanpur,01-01-2016,0
Burhanpur,01-02-2016,0.013448276
Burhanpur,01-03-2016,0.014516129
Burhanpur,01-04-2016,0
Burhanpur,01-05-2016,0.040645161
Burhanpur,01-06-2016,1.550333333
Burhanpur,01-07-2016,13.19483871
Burhanpur,01-08-2016,3.954193548
Burhanpur,01-09-2016,6.521666667
Burhanpur,01-10-2016,1.454193548
Burhanpur,01-11-2016,0
Burhanpur,01-12-2016,0
Burhanpur,01-01-2017,0.089032258
Burhanpur,01-02-2017,0.077142857
Burhanpur,01-03-2017,0.096451613
Burhanpur,01-04-2017,0
Burhanpur,01-05-2017,0.001612903
Burhanpur,01-06-2017,5.116666667
Burhanpur,01-07-2017,7.88516129
Burhanpur,01-08-2017,6.379677419
Burhanpur,01-09-2017,7.334
Burhanpur,01-10-2017,2.511935484
Burhanpur,01-11-2017,0
Burhanpur,01-12-2017,0
Burhanpur,01-01-2018,0
Burhanpur,01-02-2018,0.026428571
Burhanpur,01-03-2018,0.001935484
Burhanpur,01-04-2018,0.000333333
Burhanpur,01-05-2018,0
Burhanpur,01-06-2018,3.978
