District,Date,Rainfall
Dakshin Bastar,01-09-2022,12.414
Dakshin Bastar,01-10-2022,1.67516129
Dakshin Bastar,01-11-2022,0.002333333
Dakshin Bastar,01-12-2022,0.222903226
Dakshin Bastar,01-01-2023,0
Dakshin Bastar,01-02-2023,0
Dakshin Bastar,01-03-2023,3.039032258
Dakshin Bastar,01-04-2023,2.680333333
Dakshin Bastar,01-05-2023,2.207419355
Dakshin Bastar,01-06-2023,5.487586207
Dakshin Bastar,01-07-2023,18.55774194
Dakshin Bastar,01-08-2023,7.309354839
Dakshin Bastar,01-09-2023,9.002666667
Dakshin Bastar,01-10-2023,0.502903226
Dakshin Bastar,01-11-2023,0.572
Dakshin Bastar,01-12-2023,2.075483871
Dhamtari,01-01-2014,0
Dhamtari,01-02-2014,0.629285714
Dhamtari,01-03-2014,0.436451613
Dhamtari,01-04-2014,0.331
Dhamtari,01-05-2014,1.188709677
Dhamtari,01-06-2014,2.614
Dhamtari,01-07-2014,15.65677419
Dhamtari,01-08-2014,7.117096774
Dhamtari,01-09-2014,8.357333333
Dhamtari,01-10-2014,1.405483871
Dhamtari,01-11-2014,0
Dhamtari,01-12-2014,0
Dhamtari,01-01-2015,0.767741935
Dhamtari,01-02-2015,0
Dhamtari,01-03-2015,0.518064516
Dhamtari,01-04-2015,1.865333333
Dhamtari,01-05-2015,1.345483871
Dhamtari,01-06-2015,6.654666667
Dhamtari,01-07-2015,6.635806452
Dhamtari,01-08-2015,4.861935484
Dhamtari,01-09-2015,7.928666667
Dhamtari,01-10-2015,0.096774194
Dhamtari,01-11-2015,0
Dhamtari,01-12-2015,0.014516129
Dhamtari,01-01-2016,0.187096774
Dhamtari,01-02-2016,0.023448276
Dhamtari,01-03-2016,0.681612903
Dhamtari,01-04-2016,0.276
Dhamtari,01-05-2016,0.408064516
Dhamtari,01-06-2016,4.298666667
Dhamtari,01-07-2016,9.011290323
Dhamtari,01-08-2016,8.237096774
Dhamtari,01-09-2016,10.737
Dhamtari,01-10-2016,2.684193548
Dhamtari,01-11-2016,0
Dhamtari,01-12-2016,0
Dhamtari,01-01-2017,0.001935484
Dhamtari,01-02-2017,0.001428571
Dhamtari,01-03-2017,0.248709677
Dhamtari,01-04-2017,0
Dhamtari,01-05-2017,0.266774194
Dhamtari,01-06-2017,5.004666667
Dhamtari,01-07-2017,8.254516129
Dhamtari,01-08-2017,8.398387097
Dhamtari,01-09-2017,5.259333333
Dhamtari,01-10-2017,3.350322581
Dhamtari,01-11-2017,0.002
Dhamtari,01-12-2017,0
Dhamtari,01-01-2018,0
Dhamtari,01-02-2018,0.257142857
Dhamtari,01-03-2018,0.000967742
Dhamtari,01-04-2018,0.663
Dhamtari,01-05-2018,1.311935484
Dhamtari,01-06-2018,3.936666667
Dhamtari,01-07-2018,8.528064516
Dhamtari,01-08-2018,15.69258065
Dhamtari,01-09-2018,4.321
Dhamtari,01-10-2018,0.013548387
Dhamtari,01-11-2018,0
Dhamtari,01-12-2018,1.548387097
Dhamtari,01-01-2019,0.411290323
Dhamtari,01-02-2019,0.470357143
Dhamtari,01-03-2019,0.373870968
Dhamtari,01-04-2019,0.353333333
Dhamtari,01-05-2019,0.374193548
Dhamtari,01-06-2019,6.039666667
Dhamtari,01-07-2019,8.397741935
Dhamtari,01-08-2019,7.150967742
Dhamtari,01-09-2019,8.560333333
Dhamtari,01-10-2019,2.602258065
Dhamtari,01-11-2019,0.004666667
Dhamtari,01-12-2019,0.000322581
Dhamtari,01-01-2020,0.345806452
Dhamtari,01-02-2020,1.546896552
Dhamtari,01-03-2020,1.258387097
Dhamtari,01-04-2020,0.342
Dhamtari,01-05-2020,2.232142857
Dhamtari,01-06-2020,8.825
Dhamtari,01-07-2020,9.674375
Dhamtari,01-08-2020,12.53903226
Dhamtari,01-09-2020,4.065
Dhamtari,01-10-2020,2.418709677
Dhamtari,01-11-2020,0.002
Dhamtari,01-12-2020,0
Dhamtari,01-01-2021,0
Dhamtari,01-02-2021,0.229285714
Dhamtari,01-03-2021,0.060967742
Dhamtari,01-04-2021,0.231034483
Dhamtari,01-05-2021,1.502413793
Dhamtari,01-06-2021,8.0375
Dhamtari,01-07-2021,7.380689655
Dhamtari,01-08-2021,4.797741935
Dhamtari,01-09-2021,14.00433333
Dhamtari,01-10-2021,0.731290323
Dhamtari,01-11-2021,0.447666667
Dhamtari,01-12-2021,0.957419355
Dhamtari,01-01-2022,1.721612903
Dhamtari,01-02-2022,0.004814815
Dhamtari,01-03-2022,0
Dhamtari,01-04-2022,0.203214286
Dhamtari,01-05-2022,0.818064516
Dhamtari,01-06-2022,4.492333333
Dhamtari,01-07-2022,14.65137931
Dhamtari,01-08-2022,13.00258065
